0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
A3,3187,22.50,63.49,60.73,55.56,64.24,,,,,,,,,,,,,,,,,,
A4,699,23.09,54.83,53.30,47.73,58.90,,,,,,,,,,,,,,,,,,
A5,165,23.54,49.58,49.90,41.55,62.00,,,,,,,,,,,,,,,,,,
A6,190,23.65,48.16,48.97,40.05,58.00,,,,,,,,,,,,,,,,,,
AB2,218,22.56,56.29,56.22,46.59,67.92,,,,,,,,,,,,,,,,,,
AB3,58,26.02,55.32,56.40,46.07,69.00,,,,,,,,,,,,,,,,,,
B2,398,25.04,50.02,52.41,43.45,57.60,,,,,,,,,,,,,,,,,,
B3,183,26.07,50.67,51.24,43.82,56.00,,,,,,,,,,,,,,,,,,
C2,795,24.55,50.05,50.10,44.23,54.00,,,,,,,,,,,,,,,,,,
C3,399,26.81,50.08,48.69,40.18,53.00,,,,,,,,,,,,,,,,,,
22,521,,,,,,,,,,,,,,,,,,,,,,,
Units,Avg_mass,Avg_purch,Purch_min,Purch_maxAvg,,,,,,,,,,,,,,,,,,,,
Price,Min,Max,,,,,,,,,,,,,,,,,,,,,,
BP,5594,73.70,23.41,22.30,25.50,,,,,,,,,,,,,,,,,,,
BO,1941,76.39,23.44,22.30,23.91,,,,,,,,,,,,,,,,,,,
BR,135,76.24,22.44,20.68,23.33,,,,,,,,,,,,,,,,,,,
BC,30,77.13,20.89,18.22,23.50,,,,,,,,,,,,,,,,,,,
BU,7,82.22,18.71,15.00,21.00,,,,,,,,,,,,,,,,,,,
BS,6,77.87,20.45,20.00,22.50,,,,,,,,,,,,,,,,,,,
PP,1987,53.67,24.64,21.53,25.69,,,,,,,,,,,,,,,,,,,
PO,94,50.92,24.24,22.00,25.70,,,,,,,,,,,,,,,,,,,
PR,12,53.28,23.93,22.80,24.50,,,,,,,,,,,,,,,,,,,
PC,3,45.97,18.64,16.50,24.50,,,,,,,,,,,,,,,,,,,
SAB,94,115.28,15.13,6.00,19.50,,,,,,,,,,,,,,,,,,,
HP,2679,86.39,23.40,22.10,23.88,,,,,,,,,,,,,,,,,,,
HO,2833,87.60,23.34,21.97,23.63,,,,,,,,,,,,,,,,,,,
HR,578,88.09,22.77,12.10,23.50,Hide,Feedlot,15.53,,,,,,,,,,,,,,,,
HC,34,89.98,18.75,11.40,20.50,Veldt,15.51,,,,,,,,,,,,,,,,,
HU,4,90.35,18.75,18.75,18.75,Dorper,ea,34.80,,,,,,,,,,,,,,,,
HS,5,95.47,20.29,15.10,23.50,Merino,ea,80.91,,,,,,,,,,,,,,,,
CP,601,60.90,23.97,22.40,24.09,,,,,,,,,,,,,,,,,,,
CO,42,62.23,24.06,22.40,25.00,,,,,,,,,,,,,,,,,,,
CR,6,61.51,21.40,15.30,22.83,,,,,,,,,,,,,,,,,,,
CC,1,62.40,22.00,22.00,22.00,,,,,,,,,,,,,,,,,,,
SAS,509,157.00,14.89,13.50,17.50,,,,,,,,,,,,,,,,,,,
17,195,,,,,,,,,,,,,,,,,,,,,,,
25262728293031323334352016,,,,,,,,,,,,,,,,,,,,,,,,
2015,,,,,,,,,,,,,,,,,,,,,,,,
45.547.549.551.553.555.557.559.561.563.565.5,,,,,,,,,,,,,,,,,,,,,,,,
25262728293031323334352016,,,,,,,,,,,,,,,,,,,,,,,,
2015,,,,,,,,,,,,,,,,,,,,,,,,
202122232425,,,,,,,,,,,,,,,,,,,,,,,,
25262728293031323334352016,,,,,,,,,,,,,,,,,,,,,,,,
Class,Units,Avg_mass,Avg_purch,Avg_selling,Selling_min,Selling_max2019/08/26,To,2019/09/01,,,,,,,,,,,,,,,,
A2,9692,"273,68","45,11","46,68","45,57","48,12",Hide,Feedlot,Weighted,"1,90",,,,,,,,,,,,,,
A3,879,"288,51","45,63","46,70","45,51","47,96",Hide,Field,Average,"1,48",,,,,,,,,,,,,,
AB2,539,"280,50","44,12","42,56","33,71","46,53",Dorper,ea,"25,83",,,,,,,,,,,,,,,
AB3,110,"296,48","44,73","43,06","32,95","46,94",Merino,ea,"36,37",,,,,,,,,,,,,,,
B2,420,"267,60","39,06","40,98","37,41","45,36",,,,,,,,,,,,,,,,,,
B3,73,"293,78","39,83","41,08","38,24","46,01",,,,,,,,,,,,,,,,,,
C2,1580,"265,37","37,07","40,02","36,86","42,50",,,,,,,,,,,,,,,,,,
C3,474,"296,66","37,65","40,22","37,37","42,59",,,,,,,,,,,,,,,,,,
13,767,,,,,,,,,,,,,,,,,,,,,,,
Class,Units,Avg_mass,Avg_purch,Avg_Selling,Selling_Min,Selling_Max,,,,,,,,,,,,,,,,,,
A0,34,"13,12","54,76","62,74","59,69","63,87",,,,,,,,,,,,,,,,,,
A1,207,"14,14","64,62","67,26","61,45","70,29",,,,,,,,,,,,,,,,,,
A2,8413,"21,72","69,44","70,32","68,72","71,73",,,,,,,,,,,,,,,,,,
A3,1664,"24,19","69,20","69,74","68,71","70,27",,,,,,,,,,,,,,,,,,
A4,367,"24,85","61,42","60,72","57,39","63,66",,,,,,,,,,,,,,,,,,
A5,66,"27,37","60,76","58,11","53,57","63,37",,,,,,,,,,,,,,,,,,
A6,65,"22,66","61,06","60,36","53,77","65,76",,,,,,,,,,,,,,,,,,
AB2,140,"19,49","57,32","60,77","55,25","62,69",,,,,,,,,,,,,,,,,,
AB3,14,"22,83","55,75","60,71","60,00","62,49",,,,,,,,,,,,,,,,,,
B2,344,"21,01","54,77","57,42","51,07","60,00",,,,,,,,,,,,,,,,,,
B3,37,"23,47","48,45","56,19","55,39","58,00",,,,,,,,,,,,,,,,,,
C2,1277,"24,53","49,86","52,75","49,55","55,00",,,,,,,,,,,,,,,,,,
C3,182,"29,47","49,80","52,55","47,00","55,00",,,,,,,,,,,,,,,,,,
12,810,,,,,,,,,,,,,,,,,,,,,,,
Class,Units,Avg_mass,Avg_purch,Purch_min,Purch_max,,,,,,,,,,,,,,,,,,,
P,2005,"51,24","27,28","24,54","28,23",,,,,,,,,,,,,,,,,,,
O,123,"49,31","26,06","23,48","28,06",,,,,,,,,,,,,,,,,,,
R,32,"47,64","23,38","18,55","27,50",,,,,,,,,,,,,,,,,,,
C,4,"55,65","23,30","16,00","27,00",,,,,,,,,,,,,,,,,,,
U,1,"51,70","17,85","17,85","17,85",,,,,,,,,,,,,,,,,,,
S,"534,74","23,59","16,00","27,00",,,,,,,,,,,,,,,,,,,,
P,1243,"60,96","26,32","25,09","27,91",,,,,,,,,,,,,,,,,,,
O,120,"61,97","25,85","25,23","27,04",,,,,,,,,,,,,,,,,,,
R,"661,80","20,88","19,25","24,95",,,,,,,,,,,,,,,,,,,,
P,8519,"74,82","25,96","24,75","27,21",,,,,,,,,,,,,,,,,,,
O,2328,"76,01","25,80","25,36","26,64",,,,,,,,,,,,,,,,,,,
R,226,"76,55","24,97","24,10","25,35",,,,,,,,,,,,,,,,,,,
C,23,"78,87","22,28","19,58","25,00",,,,,,,,,,,,,,,,,,,
U,3,"79,92","19,17","17,85","19,94",,,,,,,,,,,,,,,,,,,
S,"369,99","19,64","19,25","19,85",,,,,,,,,,,,,,,,,,,,
P,5174,"85,07","24,97","23,27","25,97",,,,,,,,,,,,,,,,,,,
O,7270,"87,31","24,87","23,40","26,30",,,,,,,,,,,,,,,,,,,
R,1099,"88,56","24,65","24,13","25,81",,,,,,,,,,,,,,,,,,,
C,65,"89,46","21,27","18,84","22,50",,,,,,,,,,,,,,,,,,,
U,2,"86,47","19,34","19,00","19,69",,,,,,,,,,,,,,,,,,,
S,"7098,34","25,44","25,44","25,44",,,,,,,,,,,,,,,,,,,,
"1554,00","124,45","20,22","17,06","22,66",,,,,,,,,,,,,,,,,,,,
29,875,,,,,,,,,,,,,,,,,,,,,,,
PIGS,,,,,,,,,,,,,,,,,,,,,,,,
Weighted,20%56,-,"64,99",kg,65,-,"79,99",kg,80,-,"99,99",kg404244464850,,,,,,,,,,,,
29,30,31,32,33,34,35Beef,A2,-Sales,Price,2019,2018,,,,,,,,,,,,,
69717375777981,,,,,,,,,,,,,,,,,,,,,,,,
29,30,31,32,33,34,35Lamb,A2,-Sales,Price,2019,2018,,,,,,,,,,,,,
20222426,,,,,,,,,,,,,,,,,,,,,,,,
Class,Units,Avg_mass,Avg_purch,Avg_selling,Selling_min,Selling_max2019/09/02,To,2019/09/08,,,,,,,,,,,,,,,,
A2,9556,"272,77","45,98","46,83","45,47","47,67",Hide,Feedlot,Weighted,"1,87",,,,,,,,,,,,,,
A3,629,"286,96","45,99","46,96","45,69","48,21",Hide,Field,Average,"1,50",,,,,,,,,,,,,,
AB2,500,"278,68","44,21","45,15","41,56","46,65",Dorper,ea,"25,83",,,,,,,,,,,,,,,
AB3,90,"301,81","44,74","45,28","44,23","46,70",Merino,ea,"38,57",,,,,,,,,,,,,,,
B2,342,"261,50","38,81","40,87","37,51","44,52",,,,,,,,,,,,,,,,,,
B3,53,"311,40","40,18","40,52","38,84","44,01",,,,,,,,,,,,,,,,,,
C2,1669,"269,05","37,03","39,33","36,66","42,56",,,,,,,,,,,,,,,,,,
C3,601,"307,33","37,40","39,73","37,14","42,60",,,,,,,,,,,,,,,,,,
13,440,,,,,,,,,,,,,,,,,,,,,,,
Class,Units,Avg_mass,Avg_purch,Avg_Selling,Selling_Min,Selling_Max,,,,,,,,,,,,,,,,,,
A0,85,"17,30","51,79","61,50","59,90","62,00",,,,,,,,,,,,,,,,,,
A1,319,"17,29","64,71","68,19","65,57","69,52",,,,,,,,,,,,,,,,,,
A2,7236,"22,27","67,73","70,24","67,58","72,48",,,,,,,,,,,,,,,,,,
A3,1024,"24,51","69,05","70,22","69,01","72,26",,,,,,,,,,,,,,,,,,
A4,97,"26,17","61,86","62,62","61,79","63,46",,,,,,,,,,,,,,,,,,
A5,29,"27,64","58,33","55,17","53,80","60,80",,,,,,,,,,,,,,,,,,
A6,37,"22,75","54,54","60,31","52,35","63,04",,,,,,,,,,,,,,,,,,
AB2,100,"22,55","57,13","63,23","61,19","64,04",,,,,,,,,,,,,,,,,,
AB3,5,"30,56","60,00","62,71","61,74","67,00",,,,,,,,,,,,,,,,,,
B2,170,"25,05","51,84","54,88","50,73","58,48",,,,,,,,,,,,,,,,,,
B3,6,"26,59","50,25","53,73","48,70","56,66",,,,,,,,,,,,,,,,,,
C2,1028,"24,19","49,72","53,15","49,43","55,08",,,,,,,,,,,,,,,,,,
C3,80,"28,79","50,91","54,37","51,94","55,00",,,,,,,,,,,,,,,,,,
10,216,,,,,,,,,,,,,,,,,,,,,,,
Class,Units,Avg_mass,Avg_purch,Purch_min,Purch_max,,,,,,,,,,,,,,,,,,,
P,1464,"51,94","27,36","24,82","28,17",,,,,,,,,,,,,,,,,,,
O,82,"51,48","25,67","20,72","28,00",,,,,,,,,,,,,,,,,,,
R,10,"51,86","26,18","23,50","27,50",,,,,,,,,,,,,,,,,,,
S,"1425,37","20,63","18,00","26,50",,,,,,,,,,,,,,,,,,,,
P,1186,"60,71","26,24","24,99","28,03",,,,,,,,,,,,,,,,,,,
O,137,"60,90","25,82","25,40","26,91",,,,,,,,,,,,,,,,,,,
R,10,"60,37","24,91","24,31","25,18",,,,,,,,,,,,,,,,,,,
C,"2467,08","22,83","21,50","23,70",,,,,,,,,,,,,,,,,,,,
P,8728,"75,27","25,92","24,80","27,31",,,,,,,,,,,,,,,,,,,
O,2116,"75,89","25,77","25,39","26,91",,,,,,,,,,,,,,,,,,,
R,213,"75,50","24,99","24,60","25,39",,,,,,,,,,,,,,,,,,,
C,7,"76,04","21,99","19,69","25,00",,,,,,,,,,,,,,,,,,,
U,8,"69,48","21,88","21,88","21,88",,,,,,,,,,,,,,,,,,,
S,"674,70","21,32","17,00","25,00",,,,,,,,,,,,,,,,,,,,
P,5300,"85,15","24,89","23,90","25,72",,,,,,,,,,,,,,,,,,,
O,7258,"87,14","24,90","23,90","26,25",,,,,,,,,,,,,,,,,,,
R,1051,"88,61","24,59","23,56","26,01",,,,,,,,,,,,,,,,,,,
C,49,"88,56","21,24","20,51","22,35",,,,,,,,,,,,,,,,,,,
U,4,"85,63","20,57","18,00","21,50",,,,,,,,,,,,,,,,,,,
S,"2997,94","24,66","16,50","25,26",,,,,,,,,,,,,,,,,,,,
"1395,00","126,00","20,64","17,59","24,40",,,,,,,,,,,,,,,,,,,,
29,091,,,,,,,,,,,,,,,,,,,,,,,
CATTLE,,,,,,,,,,,,,,,,,,,,,,,,
PIGS,,,,,,,,,,,,,,,,,,,,,,,,
Weighted,20%20,-,"55,99",kg,56,-,"64,99",kg,65,-,"79,99",kg,80,-,"99,99",kg404244464850,,,,,,,,
30,31,32,33,34,35,36Beef,A2,-Sales,Price,2019,2018,,,,,,,,,,,,,
69717375777981,,,,,,,,,,,,,,,,,,,,,,,,
30313233343536Lamb,A2,-Sales,Price,2019,2018,,,,,,,,,,,,,,,,,,,
2021222324252627,,,,,,,,,,,,,,,,,,,,,,,,
Class,Units,Avg_mass,Avg_purch,Avg_selling,Selling_min,Selling_max,From,2017/09/04,To,2017/09/10,,,,,,,,,,,,,,
Mass,Price,Price,min,max,,,,,,,,,,,,,,,,,,,,
CATTLE,,,,,,,,,,,,,,,,,,,,,,,,
A2,8824,"261,64","46,75","47,11","45,03","48,11",,,,,,,,,,,,,,,,,,
A3,876,"275,65","46,53","47,01","44,71","48,41",,,,,,,,,,,,,,,,,,
AB2,620,"270,40","45,47","45,99","43,25","47,79",,,,,,,,,,,,,,,,,,
AB3,115,"278,21","44,74","45,24","43,36","47,72",,,,,,,,,,,,,,,,,,
B2,405,"253,42","43,33","43,32","40,65","46,65",,,,,,,,,,,,,,,,,,
B3,122,"283,43","42,70","43,58","42,05","46,30",,,,,,,,,,,,,,,,,,
C2,1417,"263,21","41,64","41,39","39,06","42,98",,,,,,,,,,,,,,,,,,
C3,763,"293,42","41,45","41,59","38,95","42,80",,,,,,,,,,,,,,,,,,
13,142,,,,,,,,,,,,,,,,,,,,,,,
LAMB/SHEEP,,,,,,,,,,,,,,,,,,,,,,,,
A0,308,"14,20","67,82","66,60","62,96","69,37",,,,,,,,,,,,,,,,,,
A1,1122,"16,46","77,22","76,14","71,08","78,91",,,,,,,,,,,,,,,,,,
A2,10011,"20,31","78,75","75,16","67,45","81,93",,,,,,,,,,,,,,,,,,
A3,1334,"22,55","78,58","72,82","67,17","81,60",,,,,,,,,,,,,,,,,,
A4,276,"24,13","70,04","63,69","58,76","74,61",,,,,,,,,,,,,,,,,,
A5,64,"25,92","62,18","63,50","50,70","74,26",,,,,,,,,,,,,,,,,,
A6,74,"25,29","61,30","57,69","50,13","69,95",,,,,,,,,,,,,,,,,,
AB2,430,"21,01","62,68","65,73","60,44","81,80",,,,,,,,,,,,,,,,,,
AB3,25,"27,63","64,38","62,05","58,15","71,00",,,,,,,,,,,,,,,,,,
B2,214,"23,92","62,38","64,04","60,33","70,98",,,,,,,,,,,,,,,,,,
B3,57,"29,80","61,29","63,43","58,79","69,31",,,,,,,,,,,,,,,,,,
C2,1085,"25,19","61,13","62,55","58,54","67,38",,,,,,,,,,,,,,,,,,
C3,271,"28,57","60,90","62,25","56,33","66,81",,,,,,,,,,,,,,,,,,
15,271,,,,,,,,,,,,,,,,,,,,,,,
PIGS,Units,Avg,Avg,Purch,Purch,Purch,,,,,,,,,,,,,,,,,,
Mass,Price,Min,Max,Hide,Feedlot,"13,78",,,,,,,,,,,,,,,,,,
PP,1702,"52,57","29,37","27,60","30,83",Veldt,"13,86",,,,,,,,,,,,,,,,,
PO,112,"51,08","28,83","26,83","29,50",Dorper,ea,"45,45",,,,,,,,,,,,,,,,
PR,19,"48,54","27,20","23,86","29,00",Merino,ea,"109,43",,,,,,,,,,,,,,,,
PC,8,"45,58","22,27","20,50","28,50",,,,,,,,,,,,,,,,,,,
PU,4,"45,84","21,94","19,50","28,00",,,,,,,,,,,,,,,,,,,
PS,12,"104,09","18,86","17,50","28,00",,,,,,,,,,,,,,,,,,,
CP,1387,"61,22","28,60","26,81","30,46",,,,,,,,,,,,,,,,,,,
CO,133,"62,87","28,17","26,56","29,32",,,,,,,,,,,,,,,,,,,
CR,21,"120,54","26,74","25,00","28,30",,,,,,,,,,,,,,,,,,,
CC,3,"60,93","20,50","20,50","20,50",,,,,,,,,,,,,,,,,,,
CU,2,"62,65","20,50","20,50","20,50",,,,,,,,,,,,,,,,,,,
CS,2,"64,95","23,98","20,50","27,60",,,,,,,,,,,,,,,,,,,
BP,6291,"75,08","27,59","24,58","29,87",,,,,,,,,,,,,,,,,,,
BO,1824,"77,25","27,64","26,44","29,37",,,,,,,,,,,,,,,,,,,
BR,139,"76,71","26,72","24,94","28,53",,,,,,,,,,,,,,,,,,,
BC,33,"75,30","24,91","20,33","27,69",,,,,,,,,,,,,,,,,,,
BU,13,"77,28308","23,98","20,50","27,00",,,,,,,,,,,,,,,,,,,
BS,7,"77,08","20,73","19,50","21,72",,,,,,,,,,,,,,,,,,,
HP,4536,"86,61","26,12","23,79","27,29",,,,,,,,,,,,,,,,,,,
HO,6103,"87,97","26,87","26,29","28,66",,,,,,,,,,,,,,,,,,,
HR,927,"90,48","26,06","24,90","28,80",,,,,,,,,,,,,,,,,,,
HC,60,"88,21","24,14","20,53","30,00",,,,,,,,,,,,,,,,,,,
HU,8,"89,75","24,68","21,00","26,50",,,,,,,,,,,,,,,,,,,
HS,9,"91,02","21,12","17,27","27,50",,,,,,,,,,,,,,,,,,,
SAU,736,"136,53","20,28","17,97","24,63",,,,,,,,,,,,,,,,,,,
SAB,291,"104,12","20,59","10,12","24,94",,,,,,,,,,,,,,,,,,,
24,382,,,,,,,,,,,,,,,,,,,,,,,
pages,is,"up-to-date,",accurate,and,complete.,32,34,36,38,40,42,44,46,48,,,,,,,,,,
30,31,32,33,34,35,36,Beef,A2,-,Sales,Price,2017,2016,,,,,,,,,,,
52,54,56,58,60,62,64,66,68,70,72,74,76,78,,,,,,,,,,,
30,31,32,33,34,35,36,Lamb,A2,-,Sales,Price,2017,2016,,,,,,,,,,,
20,22,24,26,28,,,,,,,,,,,,,,,,,,,,
A2,9,564,"274,05","46,21","46,54","46,01","47,33",Hide,Feedlot,"5,77",,,,,,,,,,,,,,
A3,1,451,"292,70","46,22","46,42","45,80","47,65",Hide,Field,"5,03",,,,,,,,,,,,,,
AB2,545,"280,14","44,92","45,24","43,71","46,22",Dorper,ea,"30,00",,,,,,,,,,,,,,,
AB3,164,"300,63","45,17","45,21","43,90","46,25",Merino,ea,"99,38",,,,,,,,,,,,,,,
B2,552,"280,65","42,33","43,27","42,25","44,26",,,,,,,,,,,,,,,,,,
B3,170,"313,07","41,77","43,48","42,60","44,26",,,,,,,,,,,,,,,,,,
C2,1,776,"276,07","39,98","41,20","39,89","43,56",,,,,,,,,,,,,,,,,
C3,730,"302,75","39,91","42,10","39,99","43,53",,,,,,,,,,,,,,,,,,
14,952,,,,,,,,,,,,,,,,,,,,,,,
Class,Units,Avg_mass,Avg_purch,Avg_Selling,Selling_Min,Selling_Max,,,,,,,,,,,,,,,,,,
A0,12,"13,86","70,94","69,63","65,21","71,42",,,,,,,,,,,,,,,,,,
A1,173,"15,15","77,08","71,90","67,84","78,95",,,,,,,,,,,,,,,,,,
A2,3,570,"21,17","80,14","76,46","70,78","82,36",,,,,,,,,,,,,,,,,
A3,529,"24,13","80,41","77,70","70,91","82,24",,,,,,,,,,,,,,,,,,
A4,95,"24,85","73,77","71,95","62,46","78,79",,,,,,,,,,,,,,,,,,
A5,13,"21,68","61,63","60,09","53,63","75,00",,,,,,,,,,,,,,,,,,
A6,10,"25,39","59,91","67,17","52,00","78,00",,,,,,,,,,,,,,,,,,
AB2,118,"21,24","69,91","70,98","65,54","73,62",,,,,,,,,,,,,,,,,,
AB3,18,"30,70","59,33","66,20","63,83","72,00",,,,,,,,,,,,,,,,,,
B2,234,"21,80","69,00","71,55","70,12","72,00",,,,,,,,,,,,,,,,,,
B3,39,"26,93","64,65","68,62","63,43","71,00",,,,,,,,,,,,,,,,,,
C2,383,"24,46","54,80","65,13","56,99","68,09",,,,,,,,,,,,,,,,,,
C3,91,"29,48","64,26","60,70","52,09","67,06",,,,,,,,,,,,,,,,,,
5,285,,,,,,,,,,,,,,,,,,,,,,,
Class,Units,Avg_mass,Avg_purch,Purch_min,Purch_max,,,,,,,,,,,,,,,,,,,
P,1,490,"51,13","24,91","23,09","25,50",,,,,,,,,,,,,,,,,,
O,71,"51,59","24,52","22,37","25,60",,,,,,,,,,,,,,,,,,,
R,8,"55,50","23,98","21,00","25,00",,,,,,,,,,,,,,,,,,,
C,2,"61,35","22,40","20,20","24,50",,,,,,,,,,,,,,,,,,,
U,2,"56,90","24,50","24,50","24,50",,,,,,,,,,,,,,,,,,,
S,2,"57,40","24,50","24,50","24,50",,,,,,,,,,,,,,,,,,,
P,1,009,"61,25","23,73","21,64","24,48",,,,,,,,,,,,,,,,,,
O,87,"63,34","23,85","22,42","24,70",,,,,,,,,,,,,,,,,,,
R,3,"61,80","23,60","23,60","23,60",,,,,,,,,,,,,,,,,,,
U,1,"63,30","16,50","16,50","16,50",,,,,,,,,,,,,,,,,,,
P,6,682,"74,12","23,14","21,86","25,27",,,,,,,,,,,,,,,,,,
O,2,689,"76,44","23,47","21,94","26,12",,,,,,,,,,,,,,,,,,
R,245,"77,86","24,91","20,50","26,81",,,,,,,,,,,,,,,,,,,
C,14,"79,39","20,45","21,67","22,00",,,,,,,,,,,,,,,,,,,
U,5,"74,46","19,34","16,50","21,50",,,,,,,,,,,,,,,,,,,
S,19,"105,18","19,66","19,66","19,66",,,,,,,,,,,,,,,,,,,
P,3,183,"84,39","22,32","22,07","22,70",,,,,,,,,,,,,,,,,,
O,6,105,"86,48","22,01","21,41","22,70",,,,,,,,,,,,,,,,,,
R,916,"88,16","20,74","19,44","22,83",,,,,,,,,,,,,,,,,,,
C,37,"90,06","18,83","17,21","22,16",,,,,,,,,,,,,,,,,,,
U,29,"101,47","19,69","19,69","19,69",,,,,,,,,,,,,,,,,,,
S,8,"87,23","18,71","15,50","22,40",,,,,,,,,,,,,,,,,,,
828,"143,21","17,35","15,96","18,58",,,,,,,,,,,,,,,,,,,,
23,435,,,,,,,,,,,,,,,,,,,,,,,
LAMB/SHEEP,,,,,,,,,,,,,,,,,,,,,,,,
PIGS,,,,,,,,,,,,,,,,,,,,,,,,
Average56,-,"64,99",kgWeighted,20%,,,,,,,,,,,,,,,,,,,,
Weighted,"20%4545,54646,54747,548",,,,,,,,,,,,,,,,,,,,,,,
30,31,32,33,34,35,36Beef,A2,-Sales,Price,2018,2017,,,,,,,,,,,,,
71727374757677,,,,,,,,,,,,,,,,,,,,,,,,
30,31,32,33,34,35,36Lamb,A2,-Sales,Price,2018,2017,,,,,,,,,,,,,
22232425262728,,,,,,,,,,,,,,,,,,,,,,,,
Class,Units,Avg_mass,Avg_purch,Avg_selling,Selling_min,Selling_max,From,2016/09/05,To,2016/09/11,,,,,,,,,,,,,,
Mass,Price,Price,min,max,Beef,A2,-,Sales,Price,,,,,,,,,,,,,,,
CATTLE,,,,,,,,,,,,,,,,,,,,,,,,
A2,11394,257.24,38.33,37.85,36.50,43.00,,,,,,,,,,,,,,,,,,
A3,1370,272.60,38.35,38.14,36.50,40.42,,,,,,,,,,,,,,,,,,
AB2,523,259.44,35.39,36.42,30.26,39.83,,,,,,,,,,,,,,,,,,
AB3,112,284.93,35.11,36.68,31.00,39.90,,,,,,,,,,,,,,,,,,
B2,495,259.42,33.52,33.99,29.95,39.80,,,,,,,,,,,,,,,,,,
B3,109,282.64,33.19,34.39,31.00,39.80,,,,,,,,,,,,,,,,,,
C2,2219,249.71,32.08,32.66,29.00,36.48,,,,,,,,,,,,,,,,,,
C3,664,288.95,32.18,32.68,29.00,36.72,,,,,,,,,,,,,,,,,,
16,886,,,,,,,,,,,,,,,,,,,,,,,
LAMB/SHEEP,Lamb,A2,-,Sales,Price,,,,,,,,,,,,,,,,,,,
A0,227,14.85,51.68,52.91,40.00,55.00,,,,,,,,,,,,,,,,,,
A1,793,16.78,59.95,60.01,54.08,62.33,,,,,,,,,,,,,,,,,,
A2,9837,21.09,62.16,60.05,55.55,64.37,,,,,,,,,,,,,,,,,,
A3,1757,23.17,62.09,58.69,55.67,63.64,,,,,,,,,,,,,,,,,,
A4,397,23.06,52.19,51.74,47.70,57.64,,,,,,,,,,,,,,,,,,
A5,76,23.34,47.84,45.94,38.13,64.00,,,,,,,,,,,,,,,,,,
A6,62,20.82,47.95,45.70,40.08,50.67,,,,,,,,,,,,,,,,,,
AB2,148,22.77,56.78,56.35,46.66,65.17,,,,,,,,,,,,,,,,,,
AB3,40,24.52,54.75,56.57,45.50,69.00,,,,,,,,,,,,,,,,,,
B2,315,25.94,48.24,50.66,42.00,58.85,,,,,,,,,,,,,,,,,,
B3,74,28.89,48.76,50.40,42.00,58.00,,,,,,,,,,,,,,,,,,
C2,418,25.84,49.91,51.82,46.17,57.00,,,,,,,,,,,,,,,,,,
C3,128,28.47,49.90,50.83,40.00,57.00,,,,,,,,,,,,,,,,,,
14,272,,,,,,,,,,,,,,,,,,,,,,,
Units,Avg_mass,Avg_purch,Purch_min,Purch_maxAvg,,,,,,,,,,,,,,,,,,,,
Price,Min,Max,,,,,,,,,,,,,,,,,,,,,,
BP,6155,74.0567,23.35,22.30,25.50,,,,,,,,,,,,,,,,,,,
BO,3066,75.2493,23.52,20.89,24.00,,,,,,,,,,,,,,,,,,,
BR,189,77.1414,22.53,18.89,23.33,,,,,,,,,,,,,,,,,,,
BC,3175.6929,20.63,17.00,24.00,,,,,,,,,,,,,,,,,,,,
BU,776.3257,20.39,17.00,24.00,,,,,,,,,,,,,,,,,,,,
BS,2,86.80,21.36,20.00,22.50,,,,,,,,,,,,,,,,,,,
PP,2338,53.06,24.44,20.49,25.54,,,,,,,,,,,,,,,,,,,
PO,380,47.80,26.40,24.30,26.94,,,,,,,,,,,,,,,,,,,
PR,13,46.97,17.63,10.00,24.50,,,,,,,,,,,,,,,,,,,
PC,546.842,14.15,10.00,20.00,,,,,,,,,,,,,,,,,,,,
PU,1,51.80,24.00,24.00,24.00,,,,,,,,,,,,,,,,,,,
PS,5,34.74,23.36,23.36,23.36,,,,,,,,,,,,,,,,,,,
SAB,559,104.286,12.24,8.00,17.30,,,,,,,,,,,,,,,,,,,
HP,4348,84.63,23.18,22.30,23.83,Hide,Feedlot,15.47,,,,,,,,,,,,,,,,
HO,5024,85.74,23.14,22.26,23.66,Veldt,15.40,,,,,,,,,,,,,,,,,
HR,858,87.38,22.58,12.10,23.50,Dorper,ea,30.73,,,,,,,,,,,,,,,,
HC,69,89.26,19.23,11.40,22.10,Merino,ea,75.73,,,,,,,,,,,,,,,,
HU,9,88.46,18.75,18.59,20.00,,,,,,,,,,,,,,,,,,,
HS,3,95.13,12.21,9.40,17.64,,,,,,,,,,,,,,,,,,,
CP,929,61.29,23.43,22.40,25.50,,,,,,,,,,,,,,,,,,,
CO,576,60.82,24.08,22.40,25.00,,,,,,,,,,,,,,,,,,,
CR,23,62.76,22.38,17.50,23.50,,,,,,,,,,,,,,,,,,,
CC,1,60.92,18.77,18.77,18.77,,,,,,,,,,,,,,,,,,,
SAS,774,153.01,15.27,14.27,17.50,,,,,,,,,,,,,,,,,,,
23,365,,,,,,,,,,,,,,,,,,,,,,,
26272829303132333435362016,,,,,,,,,,,,,,,,,,,,,,,,
2015,,,,,,,,,,,,,,,,,,,,,,,,
51535557596163,,,,,,,,,,,,,,,,,,,,,,,,
26272829303132333435362016,,,,,,,,,,,,,,,,,,,,,,,,
2015,,,,,,,,,,,,,,,,,,,,,,,,
202122232425,,,,,,,,,,,,,,,,,,,,,,,,
26272829303132333435362016,,,,,,,,,,,,,,,,,,,,,,,,
